Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
GUERNSEY,Europe,Northern Europe,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUINEA,Africa,Western Africa,131,83,48,44,34,0,0,0,28,15,2,0,0,8,0,0,1,0,5,0,1,2,0,2,4,0,0,0,0,2,1,2,1,0,12,1,0,2,10,1,0,0,0,4,0,1,0,0,0,0,46,0,0,2,6,0,0,0,0,0,10,2,8,0,0,4,1,0,0
GUINEA-BISSAU,Africa,Western Africa,13,9,4,3,3,0,0,0,1,4,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GUYANA,South America,South America,364,142,222,96,165,33,10,0,4,42,7,2,1,4,0,3,6,0,10,0,7,13,1,64,7,0,1,1,1,2,2,0,1,0,9,9,1,1,1,2,0,0,0,5,0,0,0,12,0,0,162,7,0,0,6,0,2,2,0,4,11,0,1,0,4,2,1,2,1
HAITI,North America,Caribbean,990,595,394,287,418,28,1,0,79,99,11,4,14,49,0,5,19,7,20,3,13,3,1,228,15,0,0,31,8,19,13,14,29,8,54,8,7,14,11,16,0,4,2,26,3,3,2,26,2,0,153,12,10,7,30,30,6,10,2,15,32,7,31,0,6,8,11,6,1
HONDURAS,North America,Central America,2308,1075,1233,331,1327,120,0,0,168,269,45,8,9,31,0,22,57,4,77,17,11,28,4,362,127,0,2,26,12,56,48,11,14,140,98,21,3,40,21,90,0,47,1,54,8,5,6,20,12,5,105,37,31,9,65,17,11,27,11,51,334,72,43,0,5,16,16,3,5
HONG KONG,Asia,Eastern Asia,7551,4216,3335,1117,3961,538,9,0,174,885,276,23,65,503,0,5,6,88,2433,20,122,36,8,149,172,3,97,42,48,239,152,21,15,8,534,82,13,141,106,54,1,2,3,55,3,14,33,93,7,37,752,104,15,84,275,0,47,15,6,11,168,134,52,0,13,974,53,5,0
HUNGARY,Europe,Eastern Europe,799,400,399,55,346,128,2,0,40,131,30,3,5,59,1,10,1,18,128,8,10,5,0,66,14,1,3,5,8,27,11,6,2,4,61,11,11,12,8,26,0,2,1,16,2,5,8,7,3,6,129,16,5,13,39,0,5,4,1,8,29,5,18,0,3,4,8,4,1
ICELAND,Europe,Northern Europe,450,227,222,45,228,52,2,0,1,86,24,7,1,4,2,13,2,1,88,3,4,0,2,38,22,0,1,4,0,11,5,6,3,6,38,2,2,6,9,4,0,1,1,19,1,1,4,2,0,0,73,5,2,3,8,0,5,11,1,4,7,2,8,0,8,7,2,2,1
INDIA,Asia,Southern Asia,212288,143652,68603,2647,21630,19437,344,1,1051,164589,2204,140,23,218,35,1536,2125,4306,27115,2046,4172,1047,2893,6871,3981,1,24,1271,143,14033,6476,1399,6249,942,10674,2854,97,7706,1931,7259,0,608,51,4968,244,975,2131,6508,365,163,20986,8038,1847,776,9832,15,550,972,333,990,24855,984,5349,2,54,1498,1460,461,83
INDONESIA,Asia,South-Eastern Asia,8517,4634,3881,1263,4727,415,75,0,148,1259,433,24,10,163,1,20,9,95,2838,98,31,72,4,188,126,0,20,98,8,346,306,46,22,17,620,69,19,211,101,35,0,4,13,51,5,21,21,32,8,21,571,115,41,269,190,0,27,11,8,34,319,20,90,0,13,1153,71,8,1
IRAN,Asia,Southern Asia,12363,7475,4887,222,608,9023,2,0,95,2236,144,1,0,32,4,119,74,270,1499,178,100,91,53,667,291,0,24,213,38,579,233,164,137,165,652,212,24,445,122,165,0,74,33,330,57,111,62,194,148,110,764,480,177,162,510,1,45,135,22,161,1219,158,379,0,15,210,190,75,22
IRAQ,Asia,Western Asia,520,394,126,63,124,168,3,0,26,117,15,0,0,4,0,5,14,5,53,9,11,6,0,21,4,0,0,13,2,33,13,8,10,0,19,4,2,54,5,22,0,2,1,14,2,6,4,3,5,0,23,23,10,7,12,0,0,1,2,3,48,2,20,0,1,8,7,3,0
IRELAND,Europe,Northern Europe,1084,704,380,92,473,143,8,0,0,251,71,19,2,25,1,9,7,10,93,11,35,9,3,51,38,0,0,12,2,38,59,19,10,11,99,8,7,15,4,13,0,14,4,43,2,7,7,29,4,4,167,16,16,5,55,0,9,13,0,22,51,3,27,0,3,5,8,6,0
ISLE OF MAN,Europe,Northern Europe,11,8,3,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ISRAEL,Asia,Western Asia,2408,1594,814,175,996,397,15,0,109,489,166,21,5,35,0,5,1,19,356,27,26,23,1,132,23,0,5,9,5,84,25,3,6,5,217,40,3,38,16,8,0,3,0,43,0,4,8,57,4,8,951,23,6,15,89,0,4,7,1,5,48,9,7,0,0,15,20,4,0
ITALY,Europe,Southern Europe,6512,3695,2813,499,2005,1258,45,0,532,1187,454,53,32,447,5,25,14,96,1191,58,105,82,7,615,118,0,25,40,17,301,86,38,14,26,712,57,21,122,46,93,0,14,13,141,3,16,27,136,11,8,1206,65,27,34,206,8,62,47,9,45,185,73,93,0,11,68,64,21,5
JAMAICA,North America,Caribbean,3332,1369,1963,660,1715,268,17,0,2,535,44,13,6,72,2,50,24,19,81,25,54,173,17,653,95,0,3,37,6,39,39,43,28,63,118,94,36,81,39,72,0,37,1,62,20,15,14,101,29,1,570,48,17,8,98,3,18,53,13,56,173,10,47,3,2,12,15,14,1
JAPAN,Asia,Eastern Asia,24809,11253,13549,4039,6334,955,324,2,7597,2191,1874,192,86,1214,9,72,197,400,7747,135,160,125,29,513,163,12,1572,144,51,497,215,205,125,21,1318,113,41,328,312,296,10,23,61,224,116,218,69,150,26,219,3772,330,129,730,518,0,63,36,28,166,391,283,159,0,72,1899,234,53,28
JERSEY,Europe,Northern Europe,13,11,2,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
JORDAN,Asia,Western Asia,2995,2281,714,424,746,676,12,0,373,664,86,2,1,11,0,33,15,32,428,22,26,51,6,198,29,0,1,48,8,281,57,31,32,26,119,26,6,133,28,35,0,19,2,72,11,13,12,74,36,2,213,147,31,15,105,0,11,11,12,23,268,44,97,0,0,49,48,7,2
KAZAKHSTAN,Asia,Central Asia,2522,1236,1286,340,766,174,1,0,440,504,137,6,17,137,1,3,24,18,516,47,15,42,3,131,22,0,5,16,3,117,39,7,6,7,253,13,11,21,24,12,0,15,1,29,1,2,7,29,6,2,454,25,19,27,89,0,9,0,6,10,240,12,52,0,7,90,23,5,6
KENYA,Africa,Eastern Africa,3607,1864,1742,573,1701,392,16,0,18,758,63,3,6,77,12,57,25,23,203,23,52,32,28,165,80,0,3,65,13,100,75,117,50,60,232,80,8,120,145,139,0,28,6,103,14,31,23,64,25,5,245,95,87,25,196,4,14,26,9,88,337,21,94,0,15,69,50,19,7
KIRIBATI,Australia&Pacific Islands,Micronesia,13,9,4,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
KOSOVO,Europe,Southern Europe,179,91,88,16,89,15,0,0,18,32,4,0,0,5,0,0,0,3,13,0,0,0,0,3,11,0,1,7,2,8,3,0,1,1,12,2,3,6,9,0,0,0,0,6,1,0,1,3,0,1,45,2,1,0,5,0,3,0,0,1,16,2,1,0,2,0,3,1,0
KUWAIT,Asia,Western Asia,10608,8856,1748,327,7960,350,6,0,1404,421,126,2,2,9,0,378,32,1225,2208,413,73,41,38,830,21,0,1,28,273,76,60,116,89,14,201,367,0,95,107,98,0,7,60,100,0,20,3,19,207,0,138,647,83,230,545,0,8,6,14,205,533,25,246,0,1,63,47,579,35
KYRGYZSTAN,Asia,Central Asia,305,178,127,55,90,17,0,0,37,66,28,0,2,10,0,3,1,1,38,5,0,6,3,10,1,0,0,1,1,48,4,0,2,1,17,0,0,0,3,3,0,1,2,5,0,8,2,0,1,1,38,7,3,4,8,0,0,3,3,1,32,3,24,0,0,8,1,2,0
LAOS,Asia,South-Eastern Asia,149,84,65,37,31,2,0,0,47,3,2,1,0,26,0,0,1,0,33,1,1,2,0,7,2,0,4,2,0,4,0,2,1,1,2,1,1,1,12,2,0,0,0,5,0,0,1,1,0,1,4,0,1,4,3,0,1,1,1,1,12,7,4,0,0,17,4,1,0
LATVIA,Europe,Northern Europe,306,147,159,37,163,35,0,0,4,37,5,1,0,24,1,4,8,5,46,6,7,2,0,22,5,0,1,6,1,12,8,4,5,3,19,6,3,5,4,12,0,2,0,12,1,3,1,10,1,1,28,2,0,1,11,0,3,4,0,2,9,5,7,0,1,1,6,0,0
LEBANON,Asia,Western Asia,1547,1040,507,143,474,398,5,0,15,454,44,5,2,7,2,8,7,21,191,9,14,30,2,94,40,0,0,8,1,82,34,13,6,10,156,13,4,122,15,7,0,1,0,32,2,3,4,27,7,7,201,55,8,12,60,0,5,16,3,9,118,6,42,0,7,18,12,2,1
LESOTHO,Africa,Southern Africa,55,36,19,7,41,2,0,0,0,3,0,0,0,2,0,0,1,0,2,0,0,0,0,3,2,0,0,7,2,3,1,0,2,0,3,0,1,1,4,2,0,0,0,3,0,0,0,0,1,0,3,2,6,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0
LIBERIA,Africa,Western Africa,290,171,119,70,88,13,0,0,2,78,8,0,2,29,0,2,1,1,10,0,0,3,2,3,14,0,1,2,2,9,6,4,9,3,10,25,0,6,34,6,0,3,0,12,4,1,2,13,0,0,10,6,1,1,25,0,1,7,2,8,13,2,11,0,3,3,3,6,0
LIBYA,Africa,Northern Africa,1349,1067,282,105,173,541,0,0,146,333,51,0,0,0,0,7,14,18,108,183,24,10,0,107,18,0,1,12,11,74,24,8,4,12,31,2,0,76,11,56,0,3,1,16,3,2,0,22,11,0,37,113,15,45,37,0,0,16,14,7,66,3,22,0,1,65,5,26,8
LIECHTENSTEIN,Europe,Western Europe,10,6,4,1,2,0,0,0,4,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LITHUANIA,Europe,Northern Europe,429,243,186,35,206,43,1,0,17,47,22,2,0,56,0,5,6,8,48,5,15,1,1,35,11,0,2,2,0,36,5,5,6,0,25,5,7,9,4,9,0,2,0,12,1,4,4,12,2,0,51,9,6,0,17,0,3,2,0,6,18,4,9,0,2,7,6,2,0
LUXEMBOURG,Europe,Western Europe,81,49,32,4,26,5,3,0,0,26,9,0,0,8,0,1,0,2,18,1,2,2,0,6,2,0,0,0,0,2,2,0,0,1,7,0,1,1,1,0,0,0,1,3,0,0,0,2,1,0,10,5,0,0,3,0,1,2,0,0,2,0,2,0,0,0,0,0,0
MACAU,Asia,Eastern Asia,565,295,270,93,292,24,0,0,24,66,35,0,1,30,0,0,1,9,212,3,2,1,2,11,11,0,3,3,1,17,13,0,2,0,33,9,3,9,10,2,0,0,1,4,0,1,1,5,0,23,36,12,4,1,28,0,1,0,1,0,15,3,5,0,0,63,2,2,0
MACEDONIA,Europe,Southern Europe,270,142,128,39,120,41,0,0,16,36,8,2,0,8,0,0,1,6,25,8,7,1,0,19,2,0,0,0,2,20,3,5,1,1,18,2,1,11,6,1,0,2,0,7,2,3,0,10,0,1,47,8,4,1,10,0,6,2,1,3,9,3,4,0,2,2,1,2,0
MADAGASCAR,Africa,Eastern Africa,170,84,86,32,60,18,5,0,10,34,4,0,1,6,0,0,1,2,18,1,1,1,0,7,3,0,0,1,0,9,5,6,3,2,8,6,0,9,7,1,0,0,0,1,3,2,2,1,1,0,9,1,3,0,6,0,0,1,3,5,12,8,13,0,0,5,3,0,0
MALAWI,Africa,Eastern Africa,314,169,145,74,107,40,1,0,2,85,2,1,0,2,0,9,5,4,19,3,2,6,1,15,0,0,0,8,2,8,16,9,3,1,18,4,3,36,3,7,0,2,0,6,2,6,2,4,2,1,13,14,16,2,15,0,0,1,1,5,18,0,9,0,2,2,3,5,1
MALAYSIA,Asia,South-Eastern Asia,8073,4282,3789,412,5996,552,9,0,42,780,158,28,12,84,2,14,26,129,1246,189,68,24,8,135,82,0,17,578,22,312,395,170,45,37,366,61,5,362,343,74,0,6,23,47,14,311,19,94,6,7,509,373,188,141,441,0,27,12,6,87,252,79,69,0,4,299,310,34,6
MALDIVES,Asia,Southern Asia,28,14,14,0,21,3,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,2,0,2,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
MALI,Africa,Western Africa,477,310,167,138,151,9,0,0,73,58,9,0,2,37,0,3,1,10,9,2,0,9,12,17,16,0,0,3,0,12,5,4,1,5,14,34,0,5,13,5,0,0,0,13,1,2,2,30,1,1,81,6,8,5,30,0,2,1,0,4,62,16,15,1,1,5,2,5,2
MALTA,Europe,Southern Europe,29,17,12,0,13,3,2,0,0,7,3,0,0,1,0,0,0,3,3,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
MARSHALL  ISLANDS,Australia&Pacific Islands,Micronesia,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINIQUE,North America,Caribbean,6,6,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MAURITANIA,Africa,Western Africa,92,72,20,29,34,4,1,0,13,10,1,0,0,0,0,0,0,3,1,6,0,3,0,5,5,0,0,3,0,1,2,2,3,5,7,2,0,1,4,0,0,0,0,0,0,0,1,0,0,0,6,9,0,0,4,0,0,0,0,0,5,0,12,0,1,0,0,1,0
MAURITIUS,Africa,Eastern Africa,300,149,151,16,204,37,1,0,2,32,7,1,0,0,0,1,0,0,24,0,5,3,1,26,2,0,0,5,3,11,4,4,2,0,29,4,2,7,9,2,0,2,2,6,0,1,2,7,0,0,55,5,4,6,36,0,4,1,3,1,7,3,3,0,2,4,2,0,0
MAYOTTE,Africa,Eastern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,North America,Central America,16212,8838,7373,1516,5950,1521,93,0,1467,2608,393,83,797,1784,5,55,59,607,1987,215,150,122,20,699,220,1,18,78,171,502,246,63,40,89,838,107,35,216,97,163,0,29,6,173,17,52,64,123,304,36,1088,165,153,101,335,32,76,46,7,103,5610,426,123,1,27,124,150,31,8
"MICRONESIA,  FEDERATED STATES OF",Australia&Pacific Islands,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLDOVA,Europe,Eastern Europe,287,117,170,60,99,33,0,0,32,39,16,1,0,7,0,2,0,1,26,7,3,5,1,5,6,0,0,5,1,43,4,4,1,8,15,4,1,5,15,6,0,4,0,8,0,1,1,7,0,1,27,5,1,3,14,0,0,4,1,3,16,4,9,0,0,7,3,0,0
MONACO,Europe,Western Europe,17,8,9,1,7,0,0,0,2,3,3,0,0,1,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONGOLIA,Asia,Eastern Asia,3041,1193,1848,290,837,70,1,0,651,997,159,3,0,33,14,1,10,18,648,97,12,173,1,20,11,0,5,99,2,390,25,18,33,3,100,13,0,32,65,111,0,4,2,5,12,4,3,9,0,3,89,9,3,8,40,0,4,9,22,8,32,59,606,0,2,180,25,1,0
MONTENEGRO,Europe,Southern Europe,179,101,78,30,79,17,0,0,14,18,2,0,0,19,0,0,0,5,17,1,0,0,1,15,6,0,0,2,2,8,0,3,1,0,9,6,1,7,3,4,0,1,1,6,0,1,1,5,0,0,32,0,5,1,6,0,2,2,0,3,9,0,4,0,1,1,4,0,3
MONTSERRAT,North America,Caribbean,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOROCCO,Africa,Northern Africa,1745,1005,739,320,661,119,0,0,113,407,107,2,0,16,0,10,11,15,227,13,25,16,4,183,23,0,1,9,1,97,33,9,3,8,172,18,7,9,22,14,0,63,2,37,5,5,42,34,5,8,227,26,25,7,79,0,38,7,6,4,86,4,69,0,3,14,9,8,2
MOZAMBIQUE,Africa,Eastern Africa,116,60,56,13,59,14,0,0,4,20,2,0,0,4,0,0,0,0,8,0,2,0,0,7,4,0,0,0,2,2,3,4,1,0,8,1,0,4,1,5,0,1,0,2,0,1,0,3,1,0,21,2,2,1,6,0,0,1,0,6,7,1,0,0,0,5,1,3,0
NAMIBIA,Africa,Southern Africa,107,47,60,15,56,8,0,0,1,20,2,2,0,3,0,1,3,1,5,0,1,3,0,3,1,0,0,5,2,2,2,0,2,0,8,2,1,9,6,3,0,1,0,3,0,1,0,3,1,0,10,2,4,2,1,0,0,0,0,0,6,6,3,0,0,3,1,0,0
NEPAL,Asia,Southern Asia,15580,10313,5264,3830,5218,2254,7,1,120,4082,50,2,4,12,4,269,130,41,678,156,187,137,90,272,148,0,27,455,261,323,126,186,111,759,480,294,61,261,876,469,1,373,15,115,56,140,86,224,186,81,838,681,600,53,344,4,117,64,184,152,3536,94,454,0,61,132,97,52,39
NETHERLANDS,Europe,Western Europe,2675,1407,1267,323,1218,280,38,0,184,297,214,52,5,64,0,24,13,43,420,38,34,18,12,423,46,0,18,25,3,79,33,26,8,30,187,26,11,75,23,68,0,10,7,54,7,8,18,44,18,0,356,44,20,20,85,2,17,45,10,19,76,11,46,0,8,39,12,5,10
NETHERLANDS  ANTILLES,North America,Caribbean,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW CALEDONIA,Australia&Pacific Islands,Melanesia,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NEW ZEALAND,Australia&Pacific Islands,Oceania,1728,948,780,135,1035,182,2,0,2,241,45,26,3,57,2,12,4,24,310,23,39,11,0,65,26,0,21,40,16,53,27,20,22,17,135,19,4,37,10,44,0,10,0,58,4,7,10,45,8,4,221,31,20,19,88,0,24,12,3,20,47,20,30,0,4,29,9,15,9
NICARAGUA,North America,Central America,409,187,222,32,228,22,1,0,30,66,13,0,4,13,0,0,27,1,22,1,4,8,0,63,11,0,0,3,1,10,14,5,3,18,23,5,2,7,4,9,0,4,1,6,1,4,0,4,3,0,15,8,2,2,34,2,2,0,0,1,55,3,10,0,0,8,1,2,0
NIGER,Africa,Western Africa,196,117,79,39,75,11,0,0,37,20,10,0,0,4,0,1,25,2,6,0,1,0,1,14,11,0,0,1,0,3,4,0,1,1,4,3,0,2,6,0,0,1,0,8,0,5,1,5,2,0,31,4,8,0,17,0,0,1,1,1,13,0,6,0,3,0,1,2,0
NIGERIA,Africa,Western Africa,15288,8549,6736,1978,5426,1560,45,0,119,5409,413,17,22,301,7,239,185,93,816,98,157,297,47,743,527,0,0,137,104,669,291,204,282,326,616,823,26,396,434,228,0,163,22,265,78,89,77,212,59,15,825,437,399,44,591,0,47,115,72,405,2658,131,380,1,32,100,139,158,31
NIUE,Australia&Pacific Islands,Polynesia,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH KOREA,Asia,Eastern Asia,7,2,5,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,Europe,Northern Europe,2505,1190,1314,215,1315,78,7,0,30,264,366,51,1,178,5,9,9,38,724,65,26,9,4,172,36,0,83,17,9,59,16,7,6,11,145,5,7,35,78,42,0,3,11,54,23,8,8,17,10,4,336,28,15,31,55,0,15,26,28,11,50,41,19,0,14,47,19,9,6
OMAN,Asia,Western Asia,3057,2220,831,45,2519,71,3,0,279,72,60,0,0,7,0,25,2,44,242,153,1,22,12,384,8,0,1,39,15,12,32,0,139,126,30,2,0,133,90,37,0,24,0,32,5,329,5,1,12,1,33,282,98,93,98,0,1,76,1,33,108,14,32,0,2,126,9,92,0
PAKISTAN,Asia,Southern Asia,7362,5381,1980,844,2811,946,18,0,277,2181,252,5,5,23,4,48,35,63,521,78,84,84,30,420,191,0,2,108,15,514,226,104,60,22,621,101,12,175,193,94,0,17,2,79,23,15,67,152,24,8,815,151,88,53,275,1,43,18,16,56,1134,33,269,0,21,69,68,53,7
PALAU,Australia&Pacific Islands,Micronesia,6,4,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANAMA,North America,Central America,1974,1011,963,96,1233,45,54,0,301,152,57,7,2,27,0,7,210,3,126,17,7,76,3,326,126,0,2,5,1,65,54,8,68,100,165,15,2,26,5,64,0,9,1,16,1,3,0,11,1,5,115,7,16,11,86,7,14,7,1,3,133,7,22,0,0,11,3,0,3
PAPUA NEW  GUINEA,Australia&Pacific Islands,Melanesia,149,80,69,19,84,2,2,0,0,16,10,1,1,14,1,0,2,1,2,2,0,1,0,23,3,1,3,0,1,2,3,5,16,0,1,2,1,14,2,2,0,0,1,0,0,2,0,0,3,0,2,25,4,0,8,0,0,1,0,0,6,0,3,0,1,1,1,3,0
PARAGUAY,South America,South America,623,322,301,51,379,23,0,0,59,89,16,0,1,5,0,4,0,2,64,5,0,3,2,58,12,1,1,11,3,21,6,158,7,3,50,7,1,2,7,4,0,0,0,10,1,0,3,13,2,0,62,5,9,1,16,0,2,4,0,5,26,11,13,0,0,4,1,3,0
PERU,South America,South America,3380,1749,1631,359,1167,436,70,0,343,835,113,10,9,38,0,11,17,22,326,39,42,48,4,476,65,0,8,23,42,135,70,36,13,18,264,55,4,62,36,30,0,15,1,77,1,13,12,67,10,9,448,26,16,23,103,64,16,14,2,30,203,213,103,0,6,26,32,4,0
PHILIPPINES,Asia,South-Eastern Asia,4711,2043,2668,700,1303,415,14,0,618,1187,354,26,13,81,1,26,9,38,1512,15,61,39,4,106,41,6,44,35,18,200,42,21,8,21,222,93,7,60,21,22,19,5,5,36,9,14,6,180,12,44,1020,124,19,19,89,0,17,10,2,23,176,33,67,2,4,67,30,6,1
POLAND,Europe,Eastern Europe,2409,1002,1406,271,602,256,6,0,696,261,210,7,6,94,0,9,7,15,229,22,43,23,8,109,28,0,7,10,6,452,28,7,8,9,124,26,4,52,28,30,0,5,4,25,3,7,3,199,4,5,514,23,10,9,92,0,11,9,3,12,70,10,67,0,4,11,17,6,3
PORTUGAL,Europe,Southern Europe,1091,597,494,100,477,147,6,0,77,160,80,18,1,25,0,6,1,10,210,8,20,11,3,110,20,0,8,3,6,28,36,8,6,6,82,13,0,23,5,15,0,7,2,14,0,3,4,26,1,2,157,23,5,5,45,0,12,4,0,14,38,21,22,0,1,33,6,3,4
QATAR,Asia,Western Asia,1318,1218,99,233,915,29,7,0,70,40,22,0,0,2,0,8,0,190,306,88,27,51,0,150,0,0,0,3,5,29,23,4,3,8,30,8,0,8,2,5,0,2,1,8,0,3,2,1,7,3,47,15,6,75,18,0,0,0,0,6,117,13,32,0,0,8,3,3,0
ROMANIA,Europe,Eastern Europe,1234,528,706,119,442,297,2,0,65,175,78,17,4,35,0,6,4,15,152,7,29,8,3,60,30,0,0,6,5,136,12,9,8,22,129,18,6,42,6,15,0,6,0,27,2,1,6,42,0,5,148,35,13,6,57,1,12,7,2,10,64,4,30,0,1,12,10,4,1
RUSSIA,Europe,Eastern Europe,6715,2919,3796,617,2186,1070,13,0,737,1102,445,31,57,457,27,21,17,48,1343,67,103,58,20,590,107,0,15,39,18,317,79,29,23,38,669,70,24,109,74,67,1,20,8,95,10,24,41,151,14,31,1134,96,37,48,274,2,30,30,8,37,218,66,125,0,22,116,55,31,17
RWANDA,Africa,Eastern Africa,1562,797,765,113,920,118,1,0,10,160,16,1,4,219,1,15,101,24,76,14,17,10,1,42,33,0,0,64,6,45,31,5,35,6,87,16,18,41,55,28,0,11,2,18,3,117,17,7,7,0,85,33,76,29,70,0,8,3,4,27,83,66,45,0,13,29,8,25,5
SAINT BARTHELEMY,North America,Caribbean,6,3,3,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
